Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
PR26 8LW	PR26 8LW	SD 50412 20488	350412	420488	53.67849	-2.7521842
L9 7LH	L9 7LH	SJ 37951 96431	337951	396431	53.460954	-2.936017
HU15 2JZ	HU15 2JZ	SE 90156 31064	490156	431064	53.768129	-0.63368421
WN2 5TH	WN2 5TH	SD 61840 02496	361840	402496	53.517743	-2.5769793
L31 1HX	L31 1HX	SD 39729 02484	339729	402484	53.515561	-2.910406
LA1 3QZ	LA1 3QZ	SD 49566 62089	349566	462089	54.052279	-2.7718446
PO30 5RS	PO30 5RS	SZ 49167 90504	449167	90504	50.712097	-1.3049939
SP7 0AH	SP7 0AH	ST 84563 20611	384563	120611	50.984693	-2.2212905
PO30 5RS	PO30 5RS	SZ 49167 90504	449167	90504	50.712097	-1.3049939
SN10 5TU	SN10 5TU	ST 97141 53783	397141	153783	51.283179	-2.0423772
LN6 9PT	LN6 9PT	SK 87732 64223	487732	364223	53.167904	-0.6890861
DN7 6BW	DN7 6BW	SE 68250 06099	468250	406099	53.547101	-0.97143599
DN7 6EE	DN7 6EE	SE 68339 05786	468339	405786	53.544277	-0.97016131
DN7 6EL	DN7 6EL	SE 67450 10488	467450	410488	53.586648	-0.98256152
ST3 6AB	ST3 6AB	SJ 93187 42360	393187	342360	52.978542	-2.1029141
L7 9NJ	L7 9NJ	SJ 38044 90573	338044	390573	53.408317	-2.9334617
ST16 3SR	ST16 3SR	SJ 92744 23677	392744	323677	52.810589	-2.1090882
LE11 5DX	LE11 5DX	SK 52639 19917	452639	319917	52.774285	-1.2211553
LU2 8BG	LU2 8BG	TL 12183 22373	512183	222373	51.888634	-0.37132747
BR3 3BX	BR3 3BX	TQ 37211 66495	537211	166495	51.380929	-0.029752715
CT10 1LH	CT10 1LH	TR 39662 67815	639662	167815	51.358816	1.4410507
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
BD8 8RA	BD8 8RA	SE 14833 34584	414833	434584	53.807341	-1.77624
WN8 0EN	WN8 0EN	SD 51950 05416	351950	405416	53.543174	-2.7265727
KT19 8AG	KT19 8AG	TQ 20865 60893	520865	160893	51.334293	-0.26641269
PR4 2RN	PR4 2RN	SD 42549 31302	342549	431302	53.774869	-2.8732193
SE9 6SR	SE9 6SR	TQ 42560 75201	542560	175201	51.457843	0.050555776
CV34 6PX	CV34 6PX	SP 30223 65020	430223	265020	52.282497	-1.5583947
BR1 1HD	BR1 1HD	TQ 40311 68997	540311	168997	51.402655	0.015751057
BN11 2AA	BN11 2AA	TQ 15290 03475	515290	103475	50.819353	-0.36469909
TA2 7PQ	TA2 7PQ	ST 22793 26409	322793	126409	51.031838	-3.1024023
S75 2EP	S75 2EP	SE 33247 06971	433247	406971	53.558314	-1.4995781
ST16 3SR	ST16 3SR	SJ 92744 23677	392744	323677	52.810589	-2.1090882
TA6 5AT	TA6 5AT	ST 30255 37324	330255	137324	51.130927	-2.9981171
SS4 1RB	SS4 1RB	TQ 87423 90609	587423	190609	51.583167	0.70380347
SO31 7DQ	SO31 7DQ	SU 51208 08254	451208	108254	50.871526	-1.2736203
SO31 7DQ	SO31 7DQ	SU 51208 08254	451208	108254	50.871526	-1.2736203
SO19 9GH	SO19 9GH	SU 44343 10033	444343	110033	50.888089	-1.3709611
EX5 2HL	EX5 2HL	SY 00279 93150	300279	93150	50.729381	-3.4142911
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
HA3 7LT	HA3 7LT	TQ 16410 90478	516410	190478	51.601122	-0.32059852
DE7 5PZ	DE7 5PZ	SK 46570 41434	446570	341434	52.968251	-1.3080406
NG10 1RY	NG10 1RY	SK 49018 34035	449018	334035	52.901527	-1.2727095
SY13 1NT	SY13 1NT	SJ 54485 41925	354485	341925	52.972735	-2.6792164
M35 0AD	M35 0AD	SD 89702 01473	389702	401473	53.509839	-2.1567489
GL5 2HZ	GL5 2HZ	SO 85607 04911	385607	204911	51.742713	-2.2098579
GL5 2HZ	GL5 2HZ	SO 85607 04911	385607	204911	51.742713	-2.2098579
GL53 8AG	GL53 8AG	SO 96470 20757	396470	220757	51.88536	-2.0526936
HR1 2HU	HR1 2HU	SO 51314 39968	351314	239968	52.055944	-2.7114675
GL1 3NN	GL1 3NN	SO 83992 18638	383992	218638	51.866088	-2.2338867
GL53 9DZ	GL53 9DZ	SO 95025 20279	395025	220279	51.881051	-2.073681
HR1 2ER	HR1 2ER	SO 51722 40075	351722	240075	52.056942	-2.7055327
GL1 3NF	GL1 3NF	SO 83680 18713	383680	218713	51.866753	-2.2384213
GL1 3NF	GL1 3NF	SO 83680 18713	383680	218713	51.866753	-2.2384213
HR1 2ER	HR1 2ER	SO 51722 40075	351722	240075	52.056942	-2.7055327
GL53 9DZ	GL53 9DZ	SO 95025 20279	395025	220279	51.881051	-2.073681
GL53 9DZ	GL53 9DZ	SO 95025 20279	395025	220279	51.881051	-2.073681
GL1 3PX	GL1 3PX	SO 84549 18623	384549	218623	51.865969	-2.2257969
GL1 3NF	GL1 3NF	SO 83680 18713	383680	218713	51.866753	-2.2384213
GL14 2QA	GL14 2QA	SO 66216 14191	366216	214191	51.825309	-2.4916007
GL14 2QA	GL14 2QA	SO 66216 14191	366216	214191	51.825309	-2.4916007
GL5 2JG	GL5 2JG	SO 85822 04555	385822	204555	51.739518	-2.2067294
GL5 2JG	GL5 2JG	SO 85822 04555	385822	204555	51.739518	-2.2067294
HR4 9SF	HR4 9SF	SO 50682 41891	350682	241891	52.073176	-2.7209625
GL51 9EZ	GL51 9EZ	SO 94394 23173	394394	223173	51.907065	-2.0828959
GL1 3NF	GL1 3NF	SO 83680 18713	383680	218713	51.866753	-2.2384213
GL20 8SJ	GL20 8SJ	SO 91022 33368	391022	233368	51.998681	-2.132181
GL20 8SJ	GL20 8SJ	SO 91022 33368	391022	233368	51.998681	-2.132181
GL7 1RQ	GL7 1RQ	SP 02095 01807	402095	201807	51.714989	-1.9710761
SO16 4XE	SO16 4XE	SU 39031 14123	439031	114123	50.925248	-1.4460399
SO14 0YG	SO14 0YG	SU 42553 12729	442553	112729	50.912465	-1.396094
HR1 2JB	HR1 2JB	SO 51265 39916	351265	239916	52.055472	-2.7121746
HR9 5NA	HR9 5NA	SO 60655 24109	360655	224109	51.914112	-2.5734186
HR6 8AQ	HR6 8AQ	SO 49809 58912	349809	258912	52.226111	-2.7362189
GL53 9DZ	GL53 9DZ	SO 95025 20279	395025	220279	51.881051	-2.073681
HR2 9RP	HR2 9RP	SO 48329 38120	348329	238120	52.03906	-2.7547179
HR2 9RP	HR2 9RP	SO 48329 38120	348329	238120	52.03906	-2.7547179
LN2 4BD	LN2 4BD	SK 99008 71954	499008	371954	53.235399	-0.5180739
SE19 2BB	SE19 2BB	TQ 34454 70658	534454	170658	51.418999	-0.067768624
DN32 7DJ	DN32 7DJ	TA 27791 10286	527791	410286	53.573616	-0.071556112
GL1 3WL	GL1 3WL	SO 84405 18734	384405	218734	51.866963	-2.2278932
CT5 3SE	CT5 3SE	TR 09924 64508	609924	164508	51.340881	1.0126323
DY5 1LX	DY5 1LX	SO 92010 87550	392010	287550	52.485808	-2.1190899
PR7 1PP	PR7 1PP	SD 58090 18973	358090	418973	53.665548	-2.6357512
IP33 1HE	IP33 1HE	TL 85511 64365	585511	264365	52.246192	0.71593593
PR2 9HT	PR2 9HT	SD 53495 33014	353495	433014	53.79135	-2.7074034
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
HA7 1AT	HA7 1AT	TQ 17784 91013	517784	191013	51.605645	-0.30058972
LE2 7HX	LE2 7HX	SK 58214 03783	458214	303783	52.628691	-1.1413749
B31 3HB	B31 3HB	SP 02678 78211	402678	278211	52.401905	-1.9620641
TN24 0YS	TN24 0YS	postcode not found
GL1 2HT	GL1 2HT	SO 82959 18550	382959	218550	51.865266	-2.2488842
HX1 4JG	HX1 4JG	SE 07166 24962	407166	424962	53.721019	-1.8928841
M28 2UT	M28 2UT	SD 76240 01833	376240	401833	53.512635	-2.3597615
NG5 5GU	NG5 5GU	SK 55532 44942	455532	344942	52.99893	-1.1740132
LS10 2PT	LS10 2PT	SE 31293 31614	431293	431614	53.779921	-1.5265996
ST16 3SR	ST16 3SR	SJ 92744 23677	392744	323677	52.810589	-2.1090882
SS15 5HL	SS15 5HL	TQ 69312 88864	569312	188864	51.57322	0.44182424
WF6 2BU	WF6 2BU	SE 38280 22566	438280	422566	53.698136	-1.4216921
WF6 2BU	WF6 2BU	SE 38280 22566	438280	422566	53.698136	-1.4216921
DY1 2HQ	DY1 2HQ	SO 92104 89385	392104	289385	52.502306	-2.1177498
FY7 6HP	FY7 6HP	SD 33748 47678	333748	447678	53.920984	-3.0102794
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
NE15 8NY	NE15 8NY	NZ 18490 63933	418490	563933	54.969678	-1.7127092
WV10 0QP	WV10 0QP	SJ 93569 00055	393569	300055	52.598247	-2.0963786
NE12 8EU	NE12 8EU	NZ 26687 69426	426687	569426	55.018668	-1.5841616
W1D 6PT	W1D 6PT	TQ 29708 80803	529708	180803	51.511274	-0.13226362
W10 5AW	W10 5AW	TQ 24210 82171	524210	182171	51.524803	-0.21096723
W12 7LL	W12 7LL	TQ 22656 80113	522656	180113	51.506646	-0.23407131
PE6 7AW	PE6 7AW	TF 15681 05364	515681	305364	52.633708	-0.29210692
SE11 4HJ	SE11 4HJ	TQ 31509 78568	531509	178568	51.490773	-0.10715823
PL12 4BU	PL12 4BU	SX 42724 58734	242724	58734	50.407375	-4.2146868
NE4 6SS	NE4 6SS	NZ 22907 63807	422907	563807	54.968364	-1.6437249
ME19 4YU	ME19 4YU	TQ 67152 55364	567152	155364	51.272911	0.3948954
DY1 2HQ	DY1 2HQ	SO 92104 89385	392104	289385	52.502306	-2.1177498
PO5 1JG	PO5 1JG	SZ 64324 99345	464324	99345	50.790114	-1.0888036
M26 2QD	M26 2QD	SD 79613 07728	379613	407728	53.565763	-2.309285
DY1 4EH	DY1 4EH	SO 94114 91501	394114	291501	52.521355	-2.0881776
WS13 6JL	WS13 6JL	SK 12189 09545	412189	309545	52.683465	-1.8211315
WS15 2AB	WS15 2AB	SK 04288 18441	404288	318441	52.763554	-1.9378933
WS11 9SE	WS11 9SE	SK 02107 08475	402107	308475	52.673977	-1.9702752
WA7 5TJ	WA7 5TJ	SJ 51679 81908	351679	381908	53.331865	-2.727045
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
WN3 4NW	WN3 4NW	SD 59363 04428	359363	404428	53.534922	-2.6145853
HA0 4UZ	HA0 4UZ	TQ 17501 84784	517501	184784	51.549721	-0.30675617
TA2 7PQ	TA2 7PQ	ST 22793 26409	322793	126409	51.031838	-3.1024023
BA20 2BX	BA20 2BX	ST 54571 16567	354571	116567	50.946739	-2.6480333
CT6 5NE	CT6 5NE	TR 17337 68222	617337	168222	51.371444	1.1211663
S43 3ST	S43 3ST	SK 41935 73397	441935	373397	53.25593	-1.3728847
B18 4HL	B18 4HL	SP 04035 87597	404035	287597	52.486277	-1.9420087
CT21 5SB	CT21 5SB	TR 18578 35355	618578	135355	51.075872	1.118942
BS23 3SJ	BS23 3SJ	ST 32853 59580	332853	159580	51.331333	-2.9651727
WA10 1AG	WA10 1AG	SJ 51348 95170	351348	395170	53.451031	-2.7340635
NN1 5BD	NN1 5BD	SP 76123 60466	476123	260466	52.237132	-0.88668728
SR5 2LT	SR5 2LT	NZ 38443 58454	438443	558454	54.919311	-1.4017791
NE6 1SG	NE6 1SG	NZ 26760 64849	426760	564849	54.977536	-1.583446
NG21 0HJ	NG21 0HJ	SK 57428 59559	457428	359559	53.130109	-1.1431634
LU1 2UA	LU1 2UA	TL 09136 20941	509136	220941	51.876369	-0.4160359
WR5 2DD	WR5 2DD	SO 85528 53311	385528	253311	52.177861	-2.2130576
DA8 3EE	DA8 3EE	TQ 50561 77576	550561	177576	51.477113	0.16664334
DA14 6LT	DA14 6LT	TQ 46346 70945	546346	170945	51.418635	0.10325318
NE38 7QZ	NE38 7QZ	NZ 30322 56024	430322	556024	54.898032	-1.5287247
LU3 3NT	LU3 3NT	TL 07450 26663	507450	226663	51.928122	-0.43873592
BB9 8AS	BB9 8AS	SD 86759 39221	386759	439221	53.849054	-2.20275
SP7 9AW	SP7 9AW	ST 88039 27301	388039	127301	51.044934	-2.1719941
NE12 8EU	NE12 8EU	NZ 26687 69426	426687	569426	55.018668	-1.5841616
DL3 7PL	DL3 7PL	NZ 28437 14854	428437	514854	54.528176	-1.5621183
WN7 1YN	WN7 1YN	postcode not found
ME14 5FT	ME14 5FT	TQ 78328 57261	578328	157261	51.286566	0.55589416
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
NW1 6SE	NW1 6SE	TQ 27448 81947	527448	181947	51.522069	-0.16439945
DE21 6BF	DE21 6BF	SK 38480 35381	438480	335381	52.914481	-1.4292061
HP6 6FA	HP6 6FA	SU 98648 97893	498648	197893	51.671159	-0.57487659
SW15 5PN	SW15 5PN	TQ 22260 74417	522260	174417	51.455541	-0.24174414
NG17 7AE	NG17 7AE	SK 50397 56326	450397	356326	53.10176	-1.2487413
KT6 6EZ	KT6 6EZ	TQ 18371 67153	518371	167153	51.39108	-0.30011433
L35 2YZ	L35 2YZ	SJ 47888 91469	347888	391469	53.417436	-2.7855448
EX10 9YA	EX10 9YA	SY 11978 89616	311978	89616	50.699501	-3.247731
EX20 1AY	EX20 1AY	SX 59142 95147	259142	95147	50.738804	-3.9975936
EX8 2JF	EX8 2JF	SY 00954 81098	300954	81098	50.621149	-3.4014988
W5 3TX	W5 3TX	TQ 18159 80671	518159	180671	51.512619	-0.2986494
ST1 4FA	ST1 4FA	postcode not found
ST5 1QG	ST5 1QG	SJ 84827 45896	384827	345896	53.010155	-2.2275861
MK40 2NU	MK40 2NU	postcode not found
TS10 4NW	TS10 4NW	NZ 60205 23246	460205	523246	54.600811	-1.0695931
ME4 4BB	ME4 4BB	TQ 75845 67992	575845	167992	51.383734	0.52561835
CR4 3DA	CR4 3DA	TQ 27111 68867	527111	168867	51.404596	-0.17395247
L6 0BB	L6 0BB	SJ 37302 92943	337302	392943	53.429529	-2.9450942
L19 2LW	L19 2LW	SJ 40396 84485	340396	384485	53.353873	-2.8969348
L24 3TY	L24 3TY	SJ 43145 83441	343145	383441	53.344793	-2.8554519
L6 2UN	L6 2UN	postcode not found
L27 7AF	L27 7AF	SJ 44258 88271	344258	388271	53.388322	-2.8395895
L6 2EH	L6 2EH	SJ 35985 91432	335985	391432	53.415791	-2.964605
HP6 6FA	HP6 6FA	SU 98648 97893	498648	197893	51.671159	-0.57487659
WA12 8RB	WA12 8RB	SJ 57905 94550	357905	394550	53.446024	-2.6352529
S70 1XY	S70 1XY	SE 34712 06041	434712	406041	53.549861	-1.4775665
MK40 2NU	MK40 2NU	postcode not found
IP14 1SZ	IP14 1SZ	TM 03475 59387	603475	259387	52.195156	0.97571262
WA1 1UP	WA1 1UP	SJ 60024 88272	360024	388272	53.389763	-2.6025525
WA9 4QB	WA9 4QB	SJ 52016 91580	352016	391580	53.418826	-2.7234574
L7 9NJ	L7 9NJ	SJ 38044 90573	338044	390573	53.408317	-2.9334617
CR7 7YE	CR7 7YE	TQ 31688 67262	531688	167262	51.389129	-0.10878318
CR7 7YE	CR7 7YE	TQ 31688 67262	531688	167262	51.389129	-0.10878318
CR8 2YL	CR8 2YL	TQ 31431 61871	531431	161871	51.34074	-0.11446556
CR7 7YE	CR7 7YE	TQ 31688 67262	531688	167262	51.389129	-0.10878318
WA2 8WA	WA2 8WA	SJ 59669 92568	359669	392568	53.428349	-2.6084411
SM6 9BY	SM6 9BY	TQ 30345 63691	530345	163691	51.357346	-0.12938205
B15 3BU	B15 3BU	SP 05370 85935	405370	285935	52.471325	-1.9223754
B38 8HR	B38 8HR	SP 03191 77769	403191	277769	52.397929	-1.9545281
TR1 2JA	TR1 2JA	SW 82248 44484	182248	44484	50.260102	-5.0564193
PE30 5NU	PE30 5NU	TF 62772 19559	562772	319559	52.749137	0.41016249
TS24 7AB	TS24 7AB	NZ 51256 32477	451256	532477	54.684744	-1.2064867
OL5 9AJ	OL5 9AJ	SD 97383 02074	397383	402074	53.515337	-2.0409354
OL4 1JN	OL4 1JN	SD 93766 05058	393766	405058	53.542127	-2.0955423
WN3 5HL	WN3 5HL	SD 57421 03827	357421	403827	53.529366	-2.6438015
GL2 8DN	GL2 8DN	SO 79027 20120	379027	220120	51.879246	-2.306082
BR3 3QL	BR3 3QL	TQ 36899 69172	536899	169172	51.405061	-0.033201651
DE24 8QJ	DE24 8QJ	SK 38279 33584	438279	333584	52.898343	-1.4324061
RG9 2DR	RG9 2DR	SU 75838 82766	475838	182766	51.53871	-0.90791807
DL5 4SE	DL5 4SE	NZ 27190 26147	427190	526147	54.629729	-1.5803449
DL14 6AB	DL14 6AB	NZ 20862 29105	420862	529105	54.656611	-1.6781535
BD18 3LD	BD18 3LD	SE 13974 38087	413974	438087	53.838849	-1.7891261
SR8 1AD	SR8 1AD	NZ 42854 40575	442854	540575	54.758296	-1.335611
M46 0LE	M46 0LE	SD 66886 03569	366886	403569	53.527731	-2.5009954
HX1 1BX	HX1 1BX	SE 09309 24928	409309	424928	53.72068	-1.8604101
SE13 6LH	SE13 6LH	TQ 37874 74681	537874	174681	51.45433	-0.017050825
DN31 2BH	DN31 2BH	TA 25343 09576	525343	409576	53.567828	-0.10878844
NG8 6PY	NG8 6PY	SK 51250 42951	451250	342951	52.98146	-1.2381242
DN31 2BH	DN31 2BH	TA 25343 09576	525343	409576	53.567828	-0.10878844
BS16 7FH	BS16 7FH	ST 66481 78378	366481	178378	51.503335	-2.4843086
BA2 8SQ	BA2 8SQ	ST 71076 56992	371076	156992	51.3113	-2.4163583
NG34 7HD	NG34 7HD	TF 07045 45673	507045	345673	52.997694	-0.40646555
TN23 1LQ	TN23 1LQ	TR 00764 42800	600764	142800	51.149238	0.86913384
CH41 5AL	CH41 5AL	SJ 32504 88712	332504	388712	53.390911	-3.0163867
SK9 7UD	SK9 7UD	SJ 81051 76707	381051	376707	53.286988	-2.2856964
CT9 4BG	CT9 4BG	TR 35967 69786	635967	169786	51.378053	1.3893845
WR14 1EX	WR14 1EX	SO 77993 47331	377993	247331	52.123848	-2.3228594
TS24 7PW	TS24 7PW	NZ 50765 32203	450765	532203	54.682332	-1.2141494
TS18 2AT	TS18 2AT	NZ 44479 19480	444479	519480	54.568595	-1.3135644
TS17 0EE	TS17 0EE	NZ 45898 16098	445898	516098	54.538077	-1.292145
DN31 1HU	DN31 1HU	TA 27161 09342	527161	409342	53.565289	-0.081448517
L39 2AZ	L39 2AZ	SD 42368 07900	342368	407900	53.564532	-2.8716125
WN8 6LJ	WN8 6LJ	SD 48796 06195	348796	406195	53.549877	-2.7742915
L40 4LA	L40 4LA	SD 44504 12083	344504	412083	53.602357	-2.840112
M28 0FE	M28 0FE	SD 71910 03583	371910	403583	53.52815	-2.425212
M20 5NA	M20 5NA	SJ 85193 90565	385193	390565	53.411685	-2.2242202
SW20 8DA	SW20 8DA	TQ 24493 69392	524493	169392	51.409894	-0.21138666
CB6 1DN	CB6 1DN	TL 54827 81910	554827	281910	52.413282	0.27497276
PE11 3PB	PE11 3PB	TF 24642 24388	524642	324388	52.802655	-0.15256009
SE28 0NZ	SE28 0NZ	postcode not found
SE28 0FJ	SE28 0FJ	TQ 45070 79215	545070	179215	51.493273	0.088304853
WA10 2HU	WA10 2HU	SJ 50552 95814	350552	395814	53.456745	-2.74615
NE12 8EU	NE12 8EU	NZ 26687 69426	426687	569426	55.018668	-1.5841616
SS16 5NJ	SS16 5NJ	TQ 70045 87556	570045	187556	51.561249	0.45175885
TF2 8EA	TF2 8EA	SJ 70568 13147	370568	313147	52.715173	-2.4371253
HA1 3UJ	HA1 3UJ	TQ 16346 87581	516346	187581	51.575098	-0.32248145
YO24 1AU	YO24 1AU	SE 59755 51429	459755	451429	53.955511	-1.0908732
WA9 3DE	WA9 3DE	SJ 52177 93764	352177	393764	53.43847	-2.7213675
WA8 7QA	WA8 7QA	SJ 51422 85164	351422	385164	53.361106	-2.7314046
WA9 3DE	WA9 3DE	SJ 52177 93764	352177	393764	53.43847	-2.7213675
BD7 3JX	BD7 3JX	SE 14606 31641	414606	431641	53.780896	-1.7798254
LS9 9EF	LS9 9EF	SE 33169 33885	433169	433885	53.800216	-1.4978883
WA8 3LZ	WA8 3LZ	SJ 52888 86633	352888	386633	53.374442	-2.7095976
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
L35 3QY	L35 3QY	SJ 47158 91267	347158	391267	53.415548	-2.7964933
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
CT13 9FF	CT13 9FF	TR 33264 59616	633264	159616	51.287879	1.3439604
SO14 0YG	SO14 0YG	SU 42553 12729	442553	112729	50.912465	-1.396094
CW7 1AT	CW7 1AT	SJ 64601 66109	364601	366109	53.190882	-2.5312569
DH8 0BW	DH8 0BW	NZ 10119 52446	410119	552446	54.866692	-1.8438668
CV34 5QW	CV34 5QW	SP 27784 65677	427784	265677	52.288532	-1.594092
WA7 2DA	WA7 2DA	SJ 53831 80929	353831	380929	53.323258	-2.6945905
FY1 9NP	FY1 9NP	postcode not found
B13 8JL	B13 8JL	SP 07377 83112	407377	283112	52.445923	-1.8928915
WA7 5HA	WA7 5HA	SJ 52243 81398	352243	381398	53.327332	-2.7184997
WN2 2JA	WN2 2JA	SD 59972 05416	359972	405416	53.543849	-2.6055243
LE1 6HH	LE1 6HH	SK 58842 04103	458842	304103	52.6315	-1.1320411
LS7 4BB	LS7 4BB	SE 31295 35123	431295	435123	53.811459	-1.5262141
DN15 6HX	DN15 6HX	SE 89244 11483	489244	411483	53.592338	-0.65314114
ST1 1LW	ST1 1LW	SJ 88227 47693	388227	347693	53.026394	-2.1769793
TS24 9AH	TS24 9AH	NZ 49847 34424	449847	534424	54.702381	-1.2280076
TS24 9AH	TS24 9AH	NZ 49847 34424	449847	534424	54.702381	-1.2280076
BD20 6TA	BD20 6TA	SE 02758 44450	402758	444450	53.896216	-1.9595158
BD20 6TA	BD20 6TA	SE 02758 44450	402758	444450	53.896216	-1.9595158
BD7 1LG	BD7 1LG	SE 15154 33071	415154	433071	53.793733	-1.7714395
BD1 2EP	BD1 2EP	SE 15931 32989	415931	432989	53.792973	-1.7596488
BD18 3BP	BD18 3BP	SE 14669 37060	414669	437060	53.829599	-1.7786132
BD23 2NB	BD23 2NB	SD 98828 51244	398828	451244	53.957284	-2.0193486
SN3 4WF	SN3 4WF	SU 17572 87721	417572	187721	51.588072	-1.747761
BD10 0JE	BD10 0JE	SE 19025 36430	419025	436430	53.823797	-1.7124712
BD9 6DP	BD9 6DP	SE 12915 34844	412915	434844	53.809728	-1.8053542
BD9 6DP	BD9 6DP	SE 12915 34844	412915	434844	53.809728	-1.8053542
BD9 6DP	BD9 6DP	SE 12915 34844	412915	434844	53.809728	-1.8053542
BD21 4AD	BD21 4AD	SE 06978 41987	406978	441987	53.874041	-1.8953538
M22 4DB	M22 4DB	SJ 82660 89977	382660	389977	53.406322	-2.2622934
BD7 1LG	BD7 1LG	SE 15154 33071	415154	433071	53.793733	-1.7714395
BD7 3EG	BD7 3EG	SE 15067 32122	415067	432122	53.785206	-1.7728062
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
MK5 6AJ	MK5 6AJ	SP 81678 35937	481678	235937	52.015857	-0.81124014
M19 3BX	M19 3BX	SJ 87576 94415	387576	394415	53.446352	-2.1885241
S60 2UD	S60 2UD	SK 43795 91046	443795	391046	53.414411	-1.3425728
SO14 0AA	SO14 0AA	SU 42312 12123	442312	112123	50.907034	-1.3995919
L20 3DL	L20 3DL	SJ 34329 95066	334329	395066	53.448247	-2.9902755
WF1 1PG	WF1 1PG	SE 33466 20507	433466	420507	53.67996	-1.4948225
MK42 7PN	MK42 7PN	TL 02979 46309	502979	246309	52.105536	-0.49783187
ST4 6QG	ST4 6QG	SJ 85678 45211	385678	345211	53.004021	-2.2148723
ST6 7AG	ST6 7AG	SJ 87296 51025	387296	351025	53.056324	-2.1909925
BD21 2LD	BD21 2LD	SE 05753 41108	405753	441108	53.866155	-1.9140013
L35 0LE	L35 0LE	SJ 49258 91137	349258	391137	53.414586	-2.7648802
L13 1FB	L13 1FB	SJ 38271 90103	338271	390103	53.40412	-2.9299553
B11 4BW	B11 4BW	SP 09720 82958	409720	282958	52.444502	-1.858424
S70 3NE	S70 3NE	SE 36084 05297	436084	405297	53.543081	-1.4569456
NE38 7NQ	NE38 7NQ	NZ 30153 56107	430153	556107	54.898788	-1.5313511
DN31 3AE	DN31 3AE	TA 28612 10296	528612	410296	53.573506	-0.05916094
DN32 7DJ	DN32 7DJ	TA 27791 10286	527791	410286	53.573616	-0.071556112
NE27 0BY	NE27 0BY	NZ 31392 70057	431392	570057	55.024065	-1.5105113
E2 9AG	E2 9AG	TQ 34460 83236	534460	183236	51.532028	-0.062899705
L3 4BH	L3 4BH	SJ 35057 87585	335057	387585	53.381104	-2.9777719
SO22 5DD	SO22 5DD	SU 47647 29849	447647	129849	51.066005	-1.3214016
E9 5LG	E9 5LG	TQ 36937 84649	536937	184649	51.544131	-0.026662507
MK42 9DJ	MK42 9DJ	TL 04712 48939	504712	248939	52.128848	-0.47173007
NW9 9SB	NW9 9SB	TQ 19229 88522	519229	188522	51.582954	-0.28057951
NW9 9SB	NW9 9SB	TQ 19229 88522	519229	188522	51.582954	-0.28057951
CB22 3FB	CB22 3FB	postcode not found
RM18 7RB	RM18 7RB	TQ 64249 76439	564249	176439	51.463093	0.36304584
E8 4SA	E8 4SA	TQ 34906 83807	534906	183807	51.537053	-0.056255169
AL6 9SB	AL6 9SB	TL 22564 15864	522564	215864	51.827957	-0.22286745
DH1 1QW	DH1 1QW	NZ 27932 42735	427932	542735	54.778754	-1.5672688
OL1 1NL	OL1 1NL	SD 92353 05239	392353	405239	53.543734	-2.116869
DH8 0BW	DH8 0BW	NZ 10119 52446	410119	552446	54.866692	-1.8438668
GU9 9QL	GU9 9QL	SU 84969 47521	484969	147521	51.220573	-0.78471129
B20 2NR	B20 2NR	SP 05039 91350	405039	291350	52.520008	-1.927168
DH7 6JW	DH7 6JW	NZ 23975 47267	423975	547267	54.819683	-1.6284129
SW6 4UL	SW6 4UL	TQ 25170 76517	525170	176517	51.473778	-0.19914064
SW19 5NJ	SW19 5NJ	TQ 23532 72430	523532	172430	51.437407	-0.22413902
SM4 5DX	SM4 5DX	TQ 25577 68474	525577	168474	51.401405	-0.19613349
ST6 7AG	ST6 7AG	SJ 87296 51025	387296	351025	53.056324	-2.1909925
